AttendanceID,EmployeeID,ScheduleID,CheckIn,CheckOut,Status
ATT01089,EMP0099,SCH0433,2024-10-03 13:53:00,2024-10-03 22:31:00,Đúng giờ
ATT01090,EMP0078,SCH0319,2024-08-25 08:03:00,2024-08-25 17:28:00,Đúng giờ
ATT01091,EMP0083,SCH0593,2024-10-11 07:56:00,2024-10-11 17:31:00,Đúng giờ
ATT01092,EMP0035,SCH0427,2024-12-19 07:59:00,2024-12-19 17:34:00,Đúng giờ
ATT01093,EMP0022,SCH0305,2024-10-19 12:04:00,2024-10-19 18:19:00,Đúng giờ
ATT01094,EMP0047,SCH0385,2024-11-02 14:58:00,2024-11-02 22:12:00,Trễ
ATT01095,EMP0025,SCH0142,2024-03-23 14:30:00,2024-03-23 22:17:00,Đúng giờ
ATT01096,EMP0092,SCH0480,2024-06-07 08:04:00,2024-06-07 17:41:00,Đúng giờ
ATT01097,EMP0106,SCH0473,2024-01-16 14:20:00,2024-01-16 22:11:00,Đúng giờ
ATT01098,EMP0023,SCH0144,2024-03-19 17:59:00,2024-03-19 23:30:00,Đúng giờ
ATT01099,EMP0149,SCH0525,2024-11-30 17:59:00,2024-11-30 22:48:00,Đúng giờ
ATT01100,EMP0101,SCH0129,2024-12-15 17:50:00,2024-12-15 23:14:00,Đúng giờ
ATT01101,EMP0133,SCH0472,2024-02-01 08:40:00,2024-02-01 17:18:00,Trễ
ATT01102,EMP0070,SCH0110,2024-04-06 06:23:00,2024-04-06 12:03:00,Đúng giờ
ATT01103,EMP0145,SCH0494,2024-07-30 11:51:00,2024-07-30 17:52:00,Đúng giờ
ATT01104,EMP0150,SCH0524,2024-01-26 11:51:00,2024-01-26 18:29:00,Đúng giờ
ATT01105,EMP0053,SCH0529,2024-08-21 08:35:00,2024-08-21 16:53:00,Đúng giờ
ATT01106,EMP0058,SCH0159,2024-10-02 13:59:00,2024-10-02 21:45:00,Đúng giờ
ATT01107,EMP0125,SCH0206,2024-09-04 17:50:00,2024-09-04 22:54:00,Đúng giờ
ATT01108,EMP0031,SCH0533,2024-12-21 18:26:00,2024-12-21 23:21:00,Đúng giờ
ATT01109,EMP0122,SCH0026,2024-12-01 06:33:00,2024-12-01 12:40:00,Trễ
ATT01110,EMP0015,SCH0125,2024-10-25 14:35:00,2024-10-25 22:26:00,Đúng giờ
ATT01111,EMP0061,SCH0560,2024-09-25 18:04:00,2024-09-25 23:27:00,Đúng giờ
ATT01112,EMP0032,SCH0443,2024-11-29 13:50:00,2024-11-29 21:56:00,Đúng giờ
ATT01113,EMP0037,SCH0247,2024-08-06 08:26:00,2024-08-06 17:45:00,Đúng giờ
ATT01114,EMP0123,SCH0297,2024-12-18 05:53:00,2024-12-18 12:22:00,Đúng giờ
ATT01115,EMP0127,SCH0377,2024-01-31 18:02:00,2024-01-31 23:09:00,Đúng giờ
ATT01116,EMP0028,SCH0476,2024-08-01 12:03:00,2024-08-01 18:24:00,Đúng giờ
ATT01117,EMP0008,SCH0291,2024-11-13 18:32:00,2024-11-13 23:15:00,Đúng giờ
ATT01118,EMP0149,SCH0311,2024-02-20 08:04:00,2024-02-20 16:47:00,Đúng giờ
ATT01119,EMP0091,SCH0143,2024-06-18 06:04:00,2024-06-18 14:02:00,Đúng giờ
ATT01120,EMP0003,SCH0163,2024-06-18 05:56:00,2024-06-18 12:07:00,Đúng giờ
ATT01121,EMP0135,SCH0400,2024-04-16 08:25:00,2024-04-16 17:26:00,Đúng giờ
ATT01122,EMP0039,SCH0361,2024-02-11 12:00:00,2024-02-11 18:44:00,Đúng giờ
ATT01123,EMP0036,SCH0286,2024-04-30 08:47:00,2024-04-30 17:34:00,Trễ
ATT01124,EMP0101,SCH0070,2024-05-11 08:46:00,2024-05-11 17:45:00,Trễ
ATT01125,EMP0097,SCH0484,2024-07-30 06:25:00,2024-07-30 14:51:00,Đúng giờ
ATT01126,EMP0130,SCH0539,2024-09-09 12:00:00,2024-09-09 18:52:00,Đúng giờ
ATT01127,EMP0149,SCH0357,2024-01-05 12:02:00,2024-01-05 17:49:00,Đúng giờ
ATT01128,EMP0012,SCH0031,2024-04-09 14:15:00,2024-04-09 22:29:00,Trễ
ATT01129,EMP0025,SCH0109,2024-07-28 06:35:00,2024-07-28 12:05:00,Đúng giờ
ATT01130,EMP0060,SCH0243,2024-05-11 11:55:00,2024-05-11 18:09:00,Đúng giờ
ATT01131,EMP0108,SCH0066,2024-12-18 06:28:00,2024-12-18 13:52:00,Đúng giờ
ATT01132,EMP0010,SCH0075,2024-03-11 08:01:00,2024-03-11 17:53:00,Đúng giờ
ATT01133,EMP0008,SCH0179,2024-07-30 08:04:00,2024-07-30 17:09:00,Đúng giờ
ATT01134,EMP0035,SCH0588,2024-06-15 06:26:00,2024-06-15 14:01:00,Đúng giờ
ATT01135,EMP0126,SCH0449,2024-03-27 18:27:00,2024-03-27 22:57:00,Đúng giờ
ATT01136,EMP0042,SCH0445,2024-06-14 08:56:00,2024-06-14 16:57:00,Trễ
ATT01137,EMP0023,SCH0597,2024-04-16 08:23:00,2024-04-16 17:28:00,Đúng giờ
ATT01138,EMP0009,SCH0144,2024-03-19 18:28:00,2024-03-19 23:41:00,Trễ
ATT01139,EMP0146,SCH0560,2024-09-25 18:26:00,2024-09-25 22:56:00,Trễ
ATT01140,EMP0136,SCH0509,2024-08-20 06:26:00,2024-08-20 12:51:00,Đúng giờ
ATT01141,EMP0122,SCH0513,2024-07-12 14:24:00,2024-07-12 21:49:00,Đúng giờ
ATT01142,EMP0113,SCH0438,2024-03-08 17:52:00,2024-03-08 23:51:00,Đúng giờ
ATT01143,EMP0021,SCH0131,2024-07-02 06:24:00,2024-07-02 13:51:00,Trễ
ATT01144,EMP0031,SCH0511,2024-02-16 06:30:00,2024-02-16 12:16:00,Đúng giờ
ATT01145,EMP0058,SCH0297,2024-12-18 06:00:00,2024-12-18 06:00:00,Vắng
ATT01146,EMP0065,SCH0400,2024-04-16 08:22:00,2024-04-16 16:55:00,Đúng giờ
ATT01147,EMP0074,SCH0077,2024-07-09 17:57:00,2024-07-09 23:18:00,Đúng giờ
ATT01148,EMP0129,SCH0320,2024-11-23 18:21:00,2024-11-23 23:49:00,Đúng giờ
ATT01149,EMP0029,SCH0597,2024-04-16 08:28:00,2024-04-16 17:56:00,Đúng giờ
ATT01150,EMP0008,SCH0034,2024-07-28 14:28:00,2024-07-28 21:57:00,Đúng giờ
ATT01151,EMP0086,SCH0061,2024-02-23 14:00:00,2024-02-23 22:57:00,Đúng giờ
ATT01152,EMP0016,SCH0242,2024-04-29 06:21:00,2024-04-29 12:37:00,Đúng giờ
ATT01153,EMP0019,SCH0427,2024-12-19 07:52:00,2024-12-19 17:50:00,Đúng giờ
ATT01154,EMP0123,SCH0133,2024-09-18 08:21:00,2024-09-18 16:51:00,Đúng giờ
ATT01155,EMP0010,SCH0509,2024-08-20 06:31:00,2024-08-20 12:42:00,Đúng giờ
ATT01156,EMP0123,SCH0311,2024-02-20 08:19:00,2024-02-20 16:46:00,Trễ
ATT01157,EMP0015,SCH0027,2024-04-24 09:26:00,2024-04-24 17:27:00,Trễ
ATT01158,EMP0137,SCH0389,2024-01-10 14:20:00,2024-01-10 22:20:00,Đúng giờ
ATT01159,EMP0124,SCH0054,2024-11-23 18:02:00,2024-11-23 23:29:00,Đúng giờ
ATT01160,EMP0033,SCH0441,2024-12-23 11:54:00,2024-12-23 18:22:00,Đúng giờ
ATT01161,EMP0113,SCH0121,2024-12-30 08:28:00,2024-12-30 17:07:00,Trễ
ATT01162,EMP0050,SCH0352,2024-05-28 06:21:00,2024-05-28 12:30:00,Đúng giờ
ATT01163,EMP0060,SCH0095,2024-09-16 12:27:00,2024-09-16 18:41:00,Đúng giờ
ATT01164,EMP0138,SCH0582,2024-06-08 17:50:00,2024-06-08 23:00:00,Đúng giờ
ATT01165,EMP0015,SCH0079,2024-07-16 08:34:00,2024-07-16 17:26:00,Đúng giờ
ATT01166,EMP0073,SCH0045,2024-12-21 18:27:00,2024-12-21 23:03:00,Đúng giờ
ATT01167,EMP0034,SCH0408,2024-10-12 08:23:00,2024-10-12 17:27:00,Đúng giờ
ATT01168,EMP0020,SCH0079,2024-07-16 08:26:00,2024-07-16 17:46:00,Đúng giờ
ATT01169,EMP0092,SCH0226,2024-01-29 12:29:00,2024-01-29 18:08:00,Đúng giờ
ATT01170,EMP0142,SCH0300,2024-10-07 18:20:00,2024-10-07 23:48:00,Trễ
ATT01171,EMP0069,SCH0327,2024-04-17 12:23:00,2024-04-17 17:48:00,Đúng giờ
ATT01172,EMP0089,SCH0421,2024-10-10 14:05:00,2024-10-10 22:02:00,Đúng giờ
ATT01173,EMP0021,SCH0209,2024-09-22 19:28:00,2024-09-22 23:48:00,Trễ
ATT01174,EMP0060,SCH0313,2024-08-18 08:26:00,2024-08-18 17:22:00,Đúng giờ
ATT01175,EMP0096,SCH0146,2024-12-28 17:57:00,2024-12-28 23:29:00,Đúng giờ
ATT01176,EMP0113,SCH0465,2024-04-28 06:00:00,2024-04-28 06:00:00,Vắng
ATT01177,EMP0006,SCH0511,2024-02-16 06:52:00,2024-02-16 12:32:00,Trễ
ATT01178,EMP0099,SCH0308,2024-01-05 12:40:00,2024-01-05 18:18:00,Trễ
ATT01179,EMP0072,SCH0394,2024-09-24 08:02:00,2024-09-24 17:09:00,Đúng giờ
ATT01180,EMP0114,SCH0046,2024-02-22 06:32:00,2024-02-22 13:56:00,Đúng giờ
ATT01181,EMP0111,SCH0546,2024-01-04 06:29:00,2024-01-04 12:17:00,Đúng giờ
ATT01182,EMP0139,SCH0357,2024-01-05 12:00:00,2024-01-05 12:00:00,Vắng
ATT01183,EMP0087,SCH0269,2024-12-26 06:42:00,2024-12-26 12:28:00,Trễ
ATT01184,EMP0008,SCH0350,2024-11-28 08:33:00,2024-11-28 17:42:00,Đúng giờ
ATT01185,EMP0015,SCH0112,2024-07-31 05:59:00,2024-07-31 12:49:00,Đúng giờ
ATT01186,EMP0119,SCH0435,2024-01-26 08:28:00,2024-01-26 17:25:00,Đúng giờ
ATT01187,EMP0098,SCH0479,2024-10-24 13:57:00,2024-10-24 21:53:00,Đúng giờ
ATT01188,EMP0004,SCH0288,2024-11-12 18:22:00,2024-11-12 22:50:00,Trễ
ATT01189,EMP0064,SCH0556,2024-04-05 14:02:00,2024-04-05 22:17:00,Đúng giờ
ATT01190,EMP0071,SCH0371,2024-04-30 08:28:00,2024-04-30 17:56:00,Đúng giờ
ATT01191,EMP0004,SCH0128,2024-04-12 18:00:00,2024-04-12 23:31:00,Đúng giờ
ATT01192,EMP0046,SCH0455,2024-08-18 06:04:00,2024-08-18 14:15:00,Đúng giờ
ATT01193,EMP0120,SCH0038,2024-05-20 12:00:00,2024-05-20 12:00:00,Vắng
ATT01194,EMP0123,SCH0570,2024-10-22 17:51:00,2024-10-22 23:52:00,Đúng giờ
ATT01195,EMP0021,SCH0284,2024-06-30 13:10:00,2024-06-30 18:05:00,Trễ
ATT01196,EMP0017,SCH0452,2024-02-27 07:58:00,2024-02-27 17:01:00,Đúng giờ
ATT01197,EMP0127,SCH0131,2024-07-02 05:55:00,2024-07-02 13:54:00,Đúng giờ
ATT01198,EMP0013,SCH0239,2024-07-08 06:21:00,2024-07-08 11:56:00,Đúng giờ
ATT01199,EMP0130,SCH0451,2024-12-16 17:51:00,2024-12-16 23:20:00,Đúng giờ
ATT01200,EMP0059,SCH0063,2024-11-07 12:30:00,2024-11-07 12:30:00,Vắng
ATT01201,EMP0067,SCH0264,2024-01-18 14:01:00,2024-01-18 22:19:00,Đúng giờ
ATT01202,EMP0012,SCH0241,2024-08-05 12:22:00,2024-08-05 18:47:00,Đúng giờ
ATT01203,EMP0114,SCH0116,2024-03-06 06:27:00,2024-03-06 12:28:00,Đúng giờ
ATT01204,EMP0084,SCH0585,2024-06-07 08:33:00,2024-06-07 17:19:00,Đúng giờ
ATT01205,EMP0110,SCH0290,2024-10-04 06:30:00,2024-10-04 12:53:00,Đúng giờ
ATT01206,EMP0093,SCH0344,2024-05-29 14:00:00,2024-05-29 14:00:00,Vắng
ATT01207,EMP0096,SCH0482,2024-02-04 14:00:00,2024-02-04 14:00:00,Vắng
ATT01208,EMP0076,SCH0032,2024-09-28 18:21:00,2024-09-28 23:03:00,Đúng giờ
ATT01209,EMP0039,SCH0027,2024-04-24 08:26:00,2024-04-24 17:35:00,Đúng giờ
ATT01210,EMP0131,SCH0521,2024-10-28 09:20:00,2024-10-28 17:37:00,Trễ
ATT01211,EMP0056,SCH0388,2024-01-01 08:37:00,2024-01-01 17:27:00,Trễ
ATT01212,EMP0039,SCH0391,2024-04-07 15:16:00,2024-04-07 21:50:00,Trễ
ATT01213,EMP0020,SCH0230,2024-11-03 12:03:00,2024-11-03 18:49:00,Đúng giờ
ATT01214,EMP0032,SCH0541,2024-08-26 08:43:00,2024-08-26 17:15:00,Trễ
ATT01215,EMP0135,SCH0533,2024-12-21 18:28:00,2024-12-21 23:27:00,Đúng giờ
ATT01216,EMP0148,SCH0301,2024-08-29 14:56:00,2024-08-29 22:30:00,Trễ
ATT01217,EMP0093,SCH0237,2024-02-17 05:53:00,2024-02-17 14:29:00,Đúng giờ
ATT01218,EMP0062,SCH0456,2024-04-17 08:03:00,2024-04-17 17:08:00,Đúng giờ
ATT01219,EMP0021,SCH0361,2024-02-11 11:52:00,2024-02-11 18:38:00,Đúng giờ
ATT01220,EMP0124,SCH0236,2024-11-10 14:03:00,2024-11-10 21:59:00,Đúng giờ
ATT01221,EMP0146,SCH0129,2024-12-15 18:00:00,2024-12-15 18:00:00,Vắng
ATT01222,EMP0063,SCH0418,2024-01-18 17:54:00,2024-01-18 23:23:00,Đúng giờ
ATT01223,EMP0067,SCH0294,2024-09-26 06:23:00,2024-09-26 13:50:00,Đúng giờ
ATT01224,EMP0105,SCH0432,2024-06-05 13:54:00,2024-06-05 22:51:00,Đúng giờ
ATT01225,EMP0127,SCH0203,2024-07-05 14:34:00,2024-07-05 21:45:00,Trễ
ATT01226,EMP0043,SCH0124,2024-12-29 06:35:00,2024-12-29 12:21:00,Đúng giờ
ATT01227,EMP0033,SCH0035,2024-06-10 08:06:00,2024-06-10 17:29:00,Trễ
ATT01228,EMP0043,SCH0075,2024-03-11 08:02:00,2024-03-11 17:42:00,Đúng giờ
ATT01229,EMP0091,SCH0131,2024-07-02 05:57:00,2024-07-02 14:30:00,Đúng giờ
ATT01230,EMP0076,SCH0122,2024-04-17 14:30:00,2024-04-17 22:52:00,Đúng giờ
ATT01231,EMP0028,SCH0047,2024-02-03 06:31:00,2024-02-03 12:43:00,Đúng giờ
ATT01232,EMP0105,SCH0461,2024-12-22 14:33:00,2024-12-22 22:03:00,Đúng giờ
ATT01233,EMP0123,SCH0138,2024-04-09 18:22:00,2024-04-09 22:54:00,Đúng giờ
ATT01234,EMP0002,SCH0379,2024-10-12 08:34:00,2024-10-12 17:39:00,Đúng giờ
ATT01235,EMP0083,SCH0450,2024-08-13 05:58:00,2024-08-13 11:51:00,Đúng giờ
ATT01236,EMP0060,SCH0305,2024-10-19 11:51:00,2024-10-19 18:21:00,Đúng giờ
ATT01237,EMP0133,SCH0538,2024-03-07 14:33:00,2024-03-07 22:33:00,Đúng giờ
ATT01238,EMP0083,SCH0394,2024-09-24 07:55:00,2024-09-24 16:54:00,Đúng giờ
ATT01239,EMP0011,SCH0216,2024-09-06 05:58:00,2024-09-06 14:21:00,Đúng giờ
ATT01240,EMP0081,SCH0102,2024-12-01 08:25:00,2024-12-01 17:22:00,Đúng giờ
ATT01241,EMP0074,SCH0281,2024-12-24 17:57:00,2024-12-24 23:25:00,Đúng giờ
ATT01242,EMP0074,SCH0266,2024-12-01 06:00:00,2024-12-01 06:00:00,Vắng
ATT01243,EMP0028,SCH0238,2024-12-13 08:24:00,2024-12-13 17:21:00,Đúng giờ
ATT01244,EMP0053,SCH0566,2024-01-19 07:23:00,2024-01-19 13:55:00,Trễ
ATT01245,EMP0008,SCH0041,2024-09-01 06:00:00,2024-09-01 06:00:00,Vắng
ATT01246,EMP0139,SCH0551,2024-08-24 06:05:00,2024-08-24 14:46:00,Trễ
ATT01247,EMP0007,SCH0379,2024-10-12 08:33:00,2024-10-12 17:43:00,Đúng giờ
ATT01248,EMP0134,SCH0130,2024-12-19 18:23:00,2024-12-19 22:52:00,Trễ
ATT01249,EMP0031,SCH0456,2024-04-17 08:36:00,2024-04-17 17:01:00,Trễ
ATT01250,EMP0023,SCH0141,2024-08-07 18:30:00,2024-08-07 18:30:00,Vắng
ATT01251,EMP0030,SCH0363,2024-04-08 19:22:00,2024-04-08 22:59:00,Trễ
ATT01252,EMP0020,SCH0335,2024-08-31 06:30:00,2024-08-31 14:32:00,Đúng giờ
ATT01253,EMP0117,SCH0526,2024-01-17 08:22:00,2024-01-17 18:00:00,Đúng giờ
ATT01254,EMP0081,SCH0040,2024-11-20 06:30:00,2024-11-20 14:27:00,Đúng giờ
ATT01255,EMP0143,SCH0037,2024-11-20 06:00:00,2024-11-20 06:00:00,Vắng
ATT01256,EMP0003,SCH0252,2024-06-06 14:32:00,2024-06-06 22:29:00,Đúng giờ
ATT01257,EMP0051,SCH0272,2024-07-25 14:05:00,2024-07-25 22:26:00,Đúng giờ
ATT01258,EMP0128,SCH0290,2024-10-04 06:22:00,2024-10-04 12:48:00,Đúng giờ
ATT01259,EMP0055,SCH0004,2024-01-15 06:05:00,2024-01-15 14:20:00,Đúng giờ
ATT01260,EMP0054,SCH0183,2024-12-09 06:28:00,2024-12-09 12:24:00,Đúng giờ
ATT01261,EMP0098,SCH0598,2024-10-17 18:01:00,2024-10-17 23:15:00,Đúng giờ
ATT01262,EMP0136,SCH0185,2024-07-01 12:58:00,2024-07-01 17:59:00,Trễ
ATT01263,EMP0075,SCH0497,2024-08-06 06:02:00,2024-08-06 14:53:00,Đúng giờ
ATT01264,EMP0092,SCH0557,2024-12-27 17:53:00,2024-12-27 23:29:00,Đúng giờ
ATT01265,EMP0029,SCH0295,2024-09-14 18:34:00,2024-09-14 23:05:00,Đúng giờ
ATT01266,EMP0064,SCH0436,2024-10-31 14:04:00,2024-10-31 22:05:00,Đúng giờ
ATT01267,EMP0030,SCH0356,2024-05-24 17:54:00,2024-05-24 23:45:00,Đúng giờ
ATT01268,EMP0126,SCH0422,2024-01-20 06:20:00,2024-01-20 14:03:00,Đúng giờ
ATT01269,EMP0069,SCH0520,2024-11-07 06:03:00,2024-11-07 13:48:00,Đúng giờ
ATT01270,EMP0144,SCH0331,2024-12-01 06:30:00,2024-12-01 14:11:00,Đúng giờ
ATT01271,EMP0101,SCH0453,2024-11-13 12:28:00,2024-11-13 17:48:00,Đúng giờ
ATT01272,EMP0069,SCH0498,2024-06-09 06:00:00,2024-06-09 14:25:00,Đúng giờ
ATT01273,EMP0012,SCH0316,2024-12-13 13:57:00,2024-12-13 22:21:00,Đúng giờ
ATT01274,EMP0043,SCH0549,2024-08-30 05:53:00,2024-08-30 12:54:00,Đúng giờ
ATT01275,EMP0085,SCH0133,2024-09-18 08:20:00,2024-09-18 16:46:00,Đúng giờ
ATT01276,EMP0098,SCH0093,2024-03-25 06:56:00,2024-03-25 12:37:00,Trễ
ATT01277,EMP0142,SCH0065,2024-03-23 06:26:00,2024-03-23 12:08:00,Đúng giờ
ATT01278,EMP0138,SCH0204,2024-11-10 08:00:00,2024-11-10 08:00:00,Vắng
ATT01279,EMP0138,SCH0406,2024-09-29 06:19:00,2024-09-29 14:03:00,Trễ
ATT01280,EMP0042,SCH0383,2024-04-07 13:56:00,2024-04-07 22:50:00,Đúng giờ
ATT01281,EMP0064,SCH0014,2024-06-01 07:50:00,2024-06-01 17:48:00,Đúng giờ
ATT01282,EMP0027,SCH0514,2024-03-28 18:05:00,2024-03-28 22:47:00,Đúng giờ
ATT01283,EMP0041,SCH0290,2024-10-04 06:27:00,2024-10-04 12:55:00,Đúng giờ
ATT01284,EMP0064,SCH0035,2024-06-10 07:53:00,2024-06-10 17:09:00,Đúng giờ
ATT01285,EMP0103,SCH0135,2024-10-09 06:22:00,2024-10-09 12:20:00,Trễ
ATT01286,EMP0020,SCH0076,2024-07-02 06:33:00,2024-07-02 13:46:00,Đúng giờ
ATT01287,EMP0004,SCH0555,2024-06-22 05:54:00,2024-06-22 14:21:00,Đúng giờ
ATT01288,EMP0101,SCH0199,2024-10-29 12:59:00,2024-10-29 18:34:00,Trễ
ATT01289,EMP0083,SCH0436,2024-10-31 13:50:00,2024-10-31 22:04:00,Đúng giờ
ATT01290,EMP0071,SCH0470,2024-06-26 08:28:00,2024-06-26 17:56:00,Đúng giờ
ATT01291,EMP0148,SCH0483,2024-06-11 12:03:00,2024-06-11 18:20:00,Đúng giờ
ATT01292,EMP0057,SCH0417,2024-08-19 06:35:00,2024-08-19 14:03:00,Đúng giờ
ATT01293,EMP0137,SCH0519,2024-08-22 06:20:00,2024-08-22 14:16:00,Đúng giờ
ATT01294,EMP0101,SCH0382,2024-12-27 07:20:00,2024-12-27 14:21:00,Trễ
ATT01295,EMP0116,SCH0230,2024-11-03 11:50:00,2024-11-03 18:40:00,Đúng giờ
ATT01296,EMP0060,SCH0458,2024-11-14 07:53:00,2024-11-14 17:26:00,Đúng giờ
ATT01297,EMP0080,SCH0341,2024-01-01 13:52:00,2024-01-01 22:21:00,Đúng giờ
ATT01298,EMP0144,SCH0174,2024-10-06 18:05:00,2024-10-06 23:52:00,Đúng giờ
ATT01299,EMP0064,SCH0086,2024-01-24 06:35:00,2024-01-24 12:48:00,Đúng giờ
ATT01300,EMP0146,SCH0239,2024-07-08 06:35:00,2024-07-08 12:01:00,Đúng giờ
ATT01301,EMP0106,SCH0319,2024-08-25 07:54:00,2024-08-25 16:47:00,Đúng giờ
ATT01302,EMP0083,SCH0579,2024-01-15 05:50:00,2024-01-15 14:02:00,Đúng giờ
ATT01303,EMP0054,SCH0576,2024-03-13 09:09:00,2024-03-13 17:16:00,Trễ
ATT01304,EMP0081,SCH0242,2024-04-29 06:35:00,2024-04-29 12:47:00,Đúng giờ
ATT01305,EMP0143,SCH0084,2024-11-09 06:00:00,2024-11-09 06:00:00,Vắng
ATT01306,EMP0109,SCH0080,2024-11-28 11:50:00,2024-11-28 17:55:00,Đúng giờ
ATT01307,EMP0134,SCH0125,2024-10-25 14:34:00,2024-10-25 22:22:00,Đúng giờ
ATT01308,EMP0010,SCH0435,2024-01-26 08:35:00,2024-01-26 17:23:00,Đúng giờ
ATT01309,EMP0141,SCH0429,2024-01-29 18:29:00,2024-01-29 23:22:00,Đúng giờ
ATT01310,EMP0112,SCH0302,2024-04-04 06:28:00,2024-04-04 14:18:00,Đúng giờ
ATT01311,EMP0083,SCH0381,2024-03-09 17:55:00,2024-03-09 23:24:00,Đúng giờ
ATT01312,EMP0075,SCH0536,2024-12-18 14:31:00,2024-12-18 22:48:00,Đúng giờ
ATT01313,EMP0065,SCH0484,2024-07-30 06:30:00,2024-07-30 14:23:00,Đúng giờ
ATT01314,EMP0043,SCH0537,2024-11-07 18:35:00,2024-11-07 23:15:00,Đúng giờ
ATT01315,EMP0082,SCH0427,2024-12-19 08:05:00,2024-12-19 17:19:00,Đúng giờ
ATT01316,EMP0002,SCH0320,2024-11-23 18:26:00,2024-11-23 23:59:00,Đúng giờ
ATT01317,EMP0025,SCH0551,2024-08-24 05:53:00,2024-08-24 14:18:00,Đúng giờ
ATT01318,EMP0120,SCH0161,2024-02-23 12:27:00,2024-02-23 18:07:00,Đúng giờ
ATT01319,EMP0004,SCH0198,2024-09-16 08:03:00,2024-09-16 17:52:00,Đúng giờ
ATT01320,EMP0079,SCH0377,2024-01-31 18:02:00,2024-01-31 23:01:00,Đúng giờ
ATT01321,EMP0144,SCH0555,2024-06-22 05:56:00,2024-06-22 14:19:00,Đúng giờ
ATT01322,EMP0040,SCH0106,2024-01-02 18:28:00,2024-01-02 23:26:00,Đúng giờ
ATT01323,EMP0068,SCH0578,2024-10-03 06:02:00,2024-10-03 14:06:00,Đúng giờ
ATT01324,EMP0148,SCH0284,2024-06-30 12:30:00,2024-06-30 12:30:00,Vắng
ATT01325,EMP0122,SCH0215,2024-09-21 06:27:00,2024-09-21 14:28:00,Đúng giờ
ATT01326,EMP0024,SCH0151,2024-11-12 14:35:00,2024-11-12 21:45:00,Đúng giờ
ATT01327,EMP0083,SCH0080,2024-11-28 12:08:00,2024-11-28 17:53:00,Trễ
ATT01328,EMP0131,SCH0451,2024-12-16 18:05:00,2024-12-16 23:05:00,Đúng giờ
ATT01329,EMP0078,SCH0513,2024-07-12 14:50:00,2024-07-12 22:20:00,Trễ
ATT01330,EMP0101,SCH0387,2024-05-14 15:20:00,2024-05-14 22:45:00,Trễ
ATT01331,EMP0091,SCH0320,2024-11-23 18:55:00,2024-11-23 23:48:00,Trễ
ATT01332,EMP0021,SCH0220,2024-11-04 08:00:00,2024-11-04 08:00:00,Vắng
ATT01333,EMP0072,SCH0147,2024-09-23 06:40:00,2024-09-23 12:43:00,Trễ
ATT01334,EMP0126,SCH0257,2024-07-18 08:03:00,2024-07-18 17:26:00,Đúng giờ
ATT01335,EMP0090,SCH0183,2024-12-09 06:31:00,2024-12-09 12:14:00,Đúng giờ
ATT01336,EMP0089,SCH0435,2024-01-26 08:26:00,2024-01-26 17:39:00,Đúng giờ
ATT01337,EMP0096,SCH0184,2024-04-11 08:30:00,2024-04-11 08:30:00,Vắng
ATT01338,EMP0003,SCH0201,2024-07-06 05:56:00,2024-07-06 14:15:00,Đúng giờ
ATT01339,EMP0080,SCH0337,2024-11-19 08:31:00,2024-11-19 17:31:00,Đúng giờ
ATT01340,EMP0129,SCH0014,2024-06-01 07:51:00,2024-06-01 17:56:00,Đúng giờ
ATT01341,EMP0071,SCH0491,2024-04-04 06:28:00,2024-04-04 14:32:00,Đúng giờ
ATT01342,EMP0015,SCH0586,2024-04-28 13:00:00,2024-04-28 19:00:00,Trễ
ATT01343,EMP0121,SCH0466,2024-09-05 14:05:00,2024-09-05 22:26:00,Đúng giờ
ATT01344,EMP0140,SCH0107,2024-10-07 14:20:00,2024-10-07 22:24:00,Đúng giờ
ATT01345,EMP0040,SCH0182,2024-11-26 14:13:00,2024-11-26 22:20:00,Trễ
ATT01346,EMP0108,SCH0123,2024-12-10 11:51:00,2024-12-10 18:35:00,Đúng giờ
ATT01347,EMP0025,SCH0558,2024-07-30 06:26:00,2024-07-30 12:26:00,Đúng giờ
ATT01348,EMP0005,SCH0341,2024-01-01 14:59:00,2024-01-01 22:35:00,Trễ
ATT01349,EMP0044,SCH0376,2024-09-12 06:32:00,2024-09-12 12:11:00,Đúng giờ
ATT01350,EMP0016,SCH0067,2024-01-02 05:54:00,2024-01-02 12:02:00,Đúng giờ
ATT01351,EMP0022,SCH0177,2024-01-22 06:28:00,2024-01-22 12:23:00,Đúng giờ
ATT01352,EMP0051,SCH0518,2024-04-13 06:20:00,2024-04-13 12:04:00,Đúng giờ
ATT01353,EMP0071,SCH0575,2024-10-04 18:30:00,2024-10-04 23:44:00,Đúng giờ
ATT01354,EMP0146,SCH0089,2024-12-04 08:04:00,2024-12-04 17:20:00,Đúng giờ
ATT01355,EMP0030,SCH0093,2024-03-25 06:22:00,2024-03-25 12:26:00,Đúng giờ
ATT01356,EMP0082,SCH0021,2024-01-19 14:55:00,2024-01-19 22:15:00,Trễ
ATT01357,EMP0056,SCH0384,2024-06-14 08:27:00,2024-06-14 17:34:00,Đúng giờ
ATT01358,EMP0049,SCH0136,2024-04-13 14:32:00,2024-04-13 22:30:00,Đúng giờ
ATT01359,EMP0074,SCH0183,2024-12-09 06:30:00,2024-12-09 12:11:00,Đúng giờ
ATT01360,EMP0058,SCH0193,2024-08-24 06:26:00,2024-08-24 14:26:00,Đúng giờ
